PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.CV,PG.Qvalue,PG.MolecularWeight,control_detected_samples,control_detection_rate,low_detected_samples,low_detection_rate,high_detected_samples,high_detection_rate
Q9BXX0,EMILIN2,EMILIN-2,EMIL2_HUMAN,0.4633514142464845,0.0016233766233766,115687.23,153,1.0,186,1.0,176,1.0
Q9BY67,CADM1,Cell adhesion molecule 1,CADM1_HUMAN,0.5041282017574789,0.0058910162002945,48509.09,153,1.0,186,1.0,176,1.0
Q9BY76,ANGPTL4,Angiopoietin-related protein 4,ANGL4_HUMAN,0.6644928934518454,0.0040983606557377,45214.09,148,0.9673202614379085,180,0.967741935483871,163,0.9261363636363636
Q9BYE9,CDHR2,Cadherin-related family member 2,CDHR2_HUMAN,1.128491738330343,0.0040983606557377,141542.8,153,1.0,186,1.0,176,1.0
Q9BYH1,SEZ6L,Seizure 6-like protein,SE6L1_HUMAN,0.5182112678847471,0.0048740861088545,111781.64,153,1.0,186,1.0,176,1.0
Q9BYJ0,FGFBP2,Fibroblast growth factor-binding protein 2,FGFP2_HUMAN,0.6022540298878006,0.0072727272727272,24581.03,153,1.0,186,1.0,176,1.0
Q9BZE9,ASPSCR1,Tether containing UBX domain for GLUT4,ASPC1_HUMAN,0.7812306599634024,0.0073810825587752,60183.07,153,1.0,186,1.0,173,0.9829545454545454
Q9BZQ8,NIBAN1,Protein Niban 1,NIBA1_HUMAN,0.5877833466810789,0.0058910162002945,103134.68,144,0.9411764705882353,176,0.946236559139785,164,0.9318181818181818
Q9C075,KRT23,"Keratin, type I cytoskeletal 23",K1C23_HUMAN,0.8979498334684384,0.0040983606557377,48131.11,140,0.9150326797385621,169,0.9086021505376344,152,0.8636363636363636
Q9C0C9,UBE2O,(E3-independent) E2 ubiquitin-conjugating enzyme,UBE2O_HUMAN,1.218113689435231,0.0016233766233766,141293.45,153,1.0,186,1.0,173,0.9829545454545454
Q9C0H2,TTYH3,Protein tweety homolog 3,TTYH3_HUMAN,1.221123899043115,0.0073810825587752,57544.72,94,0.6143790849673203,136,0.7311827956989247,108,0.6136363636363636
Q9GZM7,TINAGL1,Tubulointerstitial nephritis antigen-like,TINAL_HUMAN,0.5067976741275492,0.0040983606557377,52387.42,148,0.9673202614379085,178,0.956989247311828,162,0.9204545454545454
Q9GZN8,ADISSP,Adipose-secreted signaling protein,ADSSP_HUMAN,0.7493134158974553,0.0073810825587752,19291,116,0.7581699346405228,119,0.6397849462365591,106,0.6022727272727273
Q9GZP7,VN1R1,Vomeronasal type-1 receptor 1,VN1R1_HUMAN,0.7353212543144275,0.0087347803070407,40021.02,89,0.5816993464052288,110,0.5913978494623656,109,0.6193181818181818
Q9H0B8,CRISPLD2,Cysteine-rich secretory protein LCCL domain-containing 2,CRLD2_HUMAN,1.174463848998473,0.0055467511885895,55919.7,120,0.7843137254901961,154,0.8279569892473119,136,0.7727272727272727
Q9H0U4,RAB1B,Ras-related protein Rab-1B,RAB1B_HUMAN,1.558217587109949,0.0016233766233766,22171.16,153,1.0,186,1.0,176,1.0
Q9H159,CDH19,Cadherin-19,CAD19_HUMAN,0.5417158964626271,0.0016233766233766,87002.45,153,1.0,186,1.0,176,1.0
Q9H173,SIL1,Nucleotide exchange factor SIL1,SIL1_HUMAN,0.6749356044134339,0.0016233766233766,52084.7,143,0.934640522875817,176,0.946236559139785,162,0.9204545454545454
Q9H1B5,XYLT2,Xylosyltransferase 2,XYLT2_HUMAN,1.236397824916069,0.0016233766233766,96767.13,153,1.0,186,1.0,176,1.0
Q9H1Z8,ECRG4,Augurin,AUGN_HUMAN,0.6603172076074041,0.0040983606557377,17183.41,141,0.9215686274509803,169,0.9086021505376344,150,0.8522727272727273
Q9H223,EHD4,EH domain-containing protein 4,EHD4_HUMAN,3.164952220910348,0.0073810825587752,61175.13,92,0.6013071895424836,102,0.5483870967741935,97,0.5511363636363636
Q9H251,CDH23,Cadherin-23,CAD23_HUMAN,0.5420261521913039,0.0016233766233766,369493.91,153,1.0,186,1.0,176,1.0
Q9H257,CARD9,Caspase recruitment domain-containing protein 9,CARD9_HUMAN,1.453755056597408,0.0073810825587752,62240.59,84,0.5490196078431373,95,0.510752688172043,105,0.5965909090909091
Q9H270,VPS11,Vacuolar protein sorting-associated protein 11 homolog,VPS11_HUMAN,0.7761475251799145,0.0075880758807588,107808.7,77,0.5032679738562091,98,0.5268817204301075,89,0.5056818181818182
Q9H299,SH3BGRL3,SH3 domain-binding glutamic acid-rich-like protein 3,SH3L3_HUMAN,1.765877952718761,0.0058910162002945,10437.71,150,0.9803921568627451,180,0.967741935483871,171,0.9715909090909091
Q9H2K2,TNKS2,Poly [ADP-ribose] polymerase tankyrase-2,TNKS2_HUMAN,0.7030284601287038,0.0072727272727272,126917.93,119,0.7777777777777778,144,0.7741935483870968,139,0.7897727272727273
Q9H2X3,CLEC4M,C-type lectin domain family 4 member M,CLC4M_HUMAN,0.6047471014904087,0.0040983606557377,45350.16,149,0.9738562091503268,183,0.9838709677419355,170,0.9659090909090909
Q9H3G5,CPVL,Probable serine carboxypeptidase CPVL,CPVL_HUMAN,0.5994606280984011,0.0016233766233766,54163.79,153,1.0,186,1.0,175,0.9943181818181818
Q9H444,CHMP4B,Charged multivesicular body protein 4b,CHM4B_HUMAN,0.958138457223585,0.0072727272727272,24950.15,110,0.7189542483660131,132,0.7096774193548387,107,0.6079545454545454
Q9H446,RWDD1,RWD domain-containing protein 1,RWDD1_HUMAN,0.7384718802171191,0.0073810825587752,27939.5,88,0.5751633986928104,117,0.6290322580645161,111,0.6306818181818182
Q9H479,FN3K,Fructosamine-3-kinase,FN3K_HUMAN,0.8626949147781892,0.0072727272727272,35171.2,122,0.7973856209150327,134,0.7204301075268817,121,0.6875
Q9H4A4,RNPEP,Aminopeptidase B,AMPB_HUMAN,0.7826036887605038,0.0073810825587752,72595.78,95,0.6209150326797386,140,0.7526881720430108,119,0.6761363636363636
Q9H4A9,DPEP2,Dipeptidase 2,DPEP2_HUMAN,0.6788017215007534,0.0040983606557377,53365.03,117,0.7647058823529411,144,0.7741935483870968,133,0.7556818181818182
Q9H4B7,TUBB1,Tubulin beta-1 chain,TBB1_HUMAN,2.583414331156376,0.0016233766233766,50326.91,152,0.9934640522875817,185,0.9946236559139785,175,0.9943181818181818
Q9H4G4,GLIPR2,Golgi-associated plant pathogenesis-related protein 1,GAPR1_HUMAN,0.4559519625933865,0.0016233766233766,17218.3,153,1.0,185,0.9946236559139785,175,0.9943181818181818
Q9H4L5,OSBPL3,Oxysterol-binding protein-related protein 3,OSBL3_HUMAN,1.115528674697193,0.0073810825587752,101223.62,105,0.6862745098039216,133,0.7150537634408602,112,0.6363636363636364
Q9H4M9,EHD1,EH domain-containing protein 1,EHD1_HUMAN,1.170279910164524,0.0016233766233766,60626.86,152,0.9934640522875817,184,0.989247311827957,171,0.9715909090909091
Q9H5I5,PIEZO2,Piezo-type mechanosensitive ion channel component 2,PIEZ2_HUMAN,0.7182113149391619,0.0072727272727272,318063.91,151,0.9869281045751634,184,0.989247311827957,173,0.9829545454545454
Q9H6X2,ANTXR1,Anthrax toxin receptor 1,ANTR1_HUMAN,0.6528201560113397,0.0016233766233766,62788.97,153,1.0,186,1.0,176,1.0
Q9H8J5,MANSC1,MANSC domain-containing protein 1,MANS1_HUMAN,1.099650158346405,0.0040983606557377,46810.11,153,1.0,186,1.0,176,1.0
Q9H8L6,MMRN2,Multimerin-2,MMRN2_HUMAN,0.6273619613877728,0.0040983606557377,104408.55,153,1.0,186,1.0,176,1.0
Q9H8W4,PLEKHF2,Pleckstrin homology domain-containing family F member 2,PKHF2_HUMAN,0.9052679015814794,0.0072727272727272,27797.77,93,0.6078431372549019,110,0.5913978494623656,103,0.5852272727272727
Q9HA64,FN3KRP,Ketosamine-3-kinase,KT3K_HUMAN,1.022206933422664,0.0073810825587752,34412.24,79,0.5163398692810458,100,0.5376344086021505,88,0.5
Q9HB40,SCPEP1,Retinoid-inducible serine carboxypeptidase,RISC_HUMAN,0.7343278415703443,0.0072727272727272,50830.68,110,0.7189542483660131,126,0.6774193548387096,113,0.6420454545454546
Q9HBB8,CDHR5,Cadherin-related family member 5,CDHR5_HUMAN,0.5465822149480695,0.0040983606557377,88223.38,116,0.7581699346405228,154,0.8279569892473119,143,0.8125
Q9HBI1,PARVB,Beta-parvin,PARVB_HUMAN,2.345343682643744,0.0040983606557377,41714.25,152,0.9934640522875817,185,0.9946236559139785,173,0.9829545454545454
Q9HBR0,SLC38A10,Solute carrier family 38 member 10,S38AA_HUMAN,0.5335040645106276,0.0058910162002945,119762.23,89,0.5816993464052288,104,0.5591397849462365,98,0.5568181818181818
Q9HBW9,ADGRL4,Adhesion G protein-coupled receptor L4,AGRL4_HUMAN,0.7508025028138191,0.0040983606557377,77810.77,150,0.9803921568627451,181,0.9731182795698925,166,0.9431818181818182
Q9HC38,GLOD4,Glyoxalase domain-containing protein 4,GLOD4_HUMAN,1.158535226962496,0.0072727272727272,34793.45,103,0.673202614379085,118,0.6344086021505376,118,0.6704545454545454
Q9HC84,MUC5B,Mucin-5B,MUC5B_HUMAN,1.056357355869618,0.0016233766233766,596340.19,150,0.9803921568627451,183,0.9838709677419355,171,0.9715909090909091
Q9HCB6,SPON1,Spondin-1,SPON1_HUMAN,0.6467295731478605,0.0016233766233766,90973.48,140,0.9150326797385621,161,0.8655913978494624,150,0.8522727272727273
Q9HCL0,PCDH18,Protocadherin-18,PCD18_HUMAN,0.6491057722793138,0.0040983606557377,126149.18,153,1.0,186,1.0,176,1.0
Q9HCM3,KIAA1549,UPF0606 protein KIAA1549,K1549_HUMAN,0.4288865114146237,0.0040983606557377,210755.4,153,1.0,186,1.0,176,1.0
Q9HCN6,GP6,Platelet glycoprotein VI,GPVI_HUMAN,0.6915431431058652,0.0040983606557377,36866.01,153,1.0,184,0.989247311827957,173,0.9829545454545454
Q9HCU0,CD248,Endosialin,CD248_HUMAN,0.4829615263316801,0.0016233766233766,80859.24,153,1.0,186,1.0,176,1.0
Q9HD67,MYO10,Unconventional myosin-X,MYO10_HUMAN,0.7488923472676046,0.0073810825587752,237346.91,117,0.7647058823529411,129,0.6935483870967742,114,0.6477272727272727
Q9HDC9,APMAP,Adipocyte plasma membrane-associated protein,APMAP_HUMAN,0.6029255684054561,0.0016233766233766,46480.36,153,1.0,186,1.0,176,1.0
Q9N2J8,,HERV-H_2q24.1 provirus ancestral Env polyprotein,ENH3_HUMAN,0.9596669471481778,0.0073810825587752,60910.51,87,0.5686274509803921,101,0.543010752688172,102,0.5795454545454546
Q9NNX6,CD209,CD209 antigen,CD209_HUMAN,0.9081195904712266,0.0073810825587752,45774.92,84,0.5490196078431373,129,0.6935483870967742,112,0.6363636363636364
Q9NP55,BPIFA1,BPI fold-containing family A member 1,BPIA1_HUMAN,1.132400205921116,0.0040983606557377,26712.65,132,0.8627450980392157,150,0.8064516129032258,139,0.7897727272727273
Q9NP58,ABCB6,ATP-binding cassette sub-family B member 6,ABCB6_HUMAN,1.246124736566659,0.0040983606557377,93885.55,144,0.9411764705882353,176,0.946236559139785,165,0.9375
Q9NP72,RAB18,Ras-related protein Rab-18,RAB18_HUMAN,1.126325074004891,0.0048740861088545,22977.07,113,0.738562091503268,132,0.7096774193548387,135,0.7670454545454546
Q9NP78,ABCB9,ABC-type oligopeptide transporter ABCB9,ABCB9_HUMAN,1.057410930841727,0.0073810825587752,84474.82,140,0.9150326797385621,178,0.956989247311828,160,0.9090909090909091
Q9NP79,VTA1,Vacuolar protein sorting-associated protein VTA1 homolog,VTA1_HUMAN,1.886990770467717,0.0073810825587752,33879.21,99,0.6470588235294118,120,0.6451612903225806,105,0.5965909090909091
Q9NPA2,MMP25,Matrix metalloproteinase-25,MMP25_HUMAN,1.249501642873171,0.0040983606557377,62554.02,121,0.7908496732026143,161,0.8655913978494624,133,0.7556818181818182
Q9NPC4,A4GALT,Lactosylceramide 4-alpha-galactosyltransferase,A4GAT_HUMAN,0.5206542031478818,0.0072727272727272,40499.17,112,0.7320261437908496,142,0.7634408602150538,117,0.6647727272727273
Q9NPG4,PCDH12,Protocadherin-12,PCD12_HUMAN,0.6743869279103998,0.0016233766233766,128994.59,153,1.0,186,1.0,176,1.0
Q9NPH3,IL1RAP,Interleukin-1 receptor accessory protein,IL1AP_HUMAN,1.062132570700623,0.0040983606557377,65418.44,149,0.9738562091503268,181,0.9731182795698925,171,0.9715909090909091
Q9NPQ8,RIC8A,Chaperone Ric-8A,RIC8A_HUMAN,0.8879811542470317,0.0040983606557377,59709.51,102,0.6666666666666666,125,0.6720430107526881,115,0.6534090909090909
Q9NPR2,SEMA4B,Semaphorin-4B,SEM4B_HUMAN,0.7425931136966284,0.0072727272727272,92765.95,79,0.5163398692810458,121,0.6505376344086021,115,0.6534090909090909
Q9NPY3,CD93,Complement component C1q receptor,C1QR1_HUMAN,0.7723837528782855,0.0016233766233766,68560.02,153,1.0,186,1.0,175,0.9943181818181818
Q9NQ30,ESM1,Endothelial cell-specific molecule 1,ESM1_HUMAN,0.5409097328168446,0.0072727272727272,20094.92,153,1.0,183,0.9838709677419355,173,0.9829545454545454
Q9NQ38,SPINK5,Serine protease inhibitor Kazal-type 5,ISK5_HUMAN,0.7336295623075731,0.0016233766233766,120714.46,153,1.0,186,1.0,172,0.9772727272727273
Q9NQ75,CASS4,Cas scaffolding protein family member 4,CASS4_HUMAN,2.001259042236287,0.0073810825587752,87144.37,80,0.5228758169934641,94,0.5053763440860215,91,0.5170454545454546
Q9NQ76,MEPE,Matrix extracellular phosphoglycoprotein,MEPE_HUMAN,0.8119010474467782,0.0016233766233766,58418.99,151,0.9869281045751634,183,0.9838709677419355,167,0.9488636363636364
Q9NQ79,CRTAC1,Cartilage acidic protein 1,CRAC1_HUMAN,0.5568861225892754,0.0016233766233766,71420.7,153,1.0,186,1.0,176,1.0
Q9NQC3,RTN4,Reticulon-4,RTN4_HUMAN,2.038028853505909,0.0073810825587752,129931.42,100,0.6535947712418301,120,0.6451612903225806,110,0.625
Q9NQH7,XPNPEP3,Xaa-Pro aminopeptidase 3,XPP3_HUMAN,0.7247334494525799,0.0073810825587752,57033.59,147,0.9607843137254902,181,0.9731182795698925,169,0.9602272727272727
Q9NQU5,PAK6,Serine/threonine-protein kinase PAK 6,PAK6_HUMAN,1.649398776528675,0.0073810825587752,74868.73,99,0.6470588235294118,143,0.7688172043010753,118,0.6704545454545454
Q9NQV8,PRDM8,PR domain zinc finger protein 8,PRDM8_HUMAN,1.067153282881783,0.0073810825587752,71662.96,105,0.6862745098039216,130,0.6989247311827957,118,0.6704545454545454
Q9NQW7,XPNPEP1,Xaa-Pro aminopeptidase 1,XPP1_HUMAN,1.081746349772,0.0073810825587752,69917.82,95,0.6209150326797386,122,0.6559139784946236,108,0.6136363636363636
Q9NR34,MAN1C1,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC",MA1C1_HUMAN,0.7909493732100614,0.0073810825587752,70910.63,138,0.9019607843137255,173,0.9301075268817204,157,0.8920454545454546
Q9NR46,SH3GLB2,Endophilin-B2,SHLB2_HUMAN,0.766389326404687,0.0073810825587752,43973.93,94,0.6143790849673203,112,0.6021505376344086,91,0.5170454545454546
Q9NR99,MXRA5,Matrix-remodeling-associated protein 5,MXRA5_HUMAN,0.4696437824081382,0.0016233766233766,312150.29,153,1.0,186,1.0,176,1.0
Q9NRA1,PDGFC,Platelet-derived growth factor C,PDGFC_HUMAN,0.6120055462547997,0.0016233766233766,39029.41,153,1.0,186,1.0,176,1.0
Q9NRB3,CHST12,Carbohydrate sulfotransferase 12,CHSTC_HUMAN,0.6152947215608122,0.0040983606557377,48414.47,153,1.0,186,1.0,176,1.0
Q9NRV9,HEBP1,Heme-binding protein 1,HEBP1_HUMAN,0.7084800906313785,0.0072727272727272,21097.04,94,0.6143790849673203,116,0.6236559139784946,99,0.5625
Q9NRW1,RAB6B,Ras-related protein Rab-6B,RAB6B_HUMAN,1.624473133572315,0.0016233766233766,23461.68,152,0.9934640522875817,184,0.989247311827957,171,0.9715909090909091
Q9NRY5,FAM114A2,Protein FAM114A2,F1142_HUMAN,0.9531054775889384,0.0072727272727272,55468.24,145,0.9477124183006536,178,0.956989247311828,158,0.8977272727272727
Q9NS62,THSD1,Thrombospondin type-1 domain-containing protein 1,THSD1_HUMAN,0.5134553055287479,0.0016233766233766,94583.93,153,1.0,184,0.989247311827957,175,0.9943181818181818
Q9NS71,GKN1,Gastrokine-1,GKN1_HUMAN,0.6817468340491653,0.0072727272727272,20331,100,0.6535947712418301,119,0.6397849462365591,110,0.625
Q9NS73,MBIP,MAP3K12-binding inhibitory protein 1,MBIP1_HUMAN,0.5830314626157951,0.0073810825587752,39281.47,148,0.9673202614379085,184,0.989247311827957,173,0.9829545454545454
Q9NSC7,ST6GALNAC1,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",SIA7A_HUMAN,1.917065980073905,0.0040983606557377,68564.33,135,0.8823529411764706,163,0.8763440860215054,134,0.7613636363636364
Q9NT22,EMILIN3,EMILIN-3,EMIL3_HUMAN,0.5778488117779285,0.0058910162002945,82646.66,144,0.9411764705882353,173,0.9301075268817204,162,0.9204545454545454
Q9NT62,ATG3,Ubiquitin-like-conjugating enzyme ATG3,ATG3_HUMAN,0.9326709478553216,0.0040983606557377,35864.38,146,0.954248366013072,175,0.9408602150537635,162,0.9204545454545454
Q9NTJ5,SACM1L,Phosphatidylinositol-3-phosphatase SAC1,SAC1_HUMAN,1.992881251190613,0.0040983606557377,66966.89,92,0.6013071895424836,123,0.6612903225806451,110,0.625
Q9NTK5,OLA1,Obg-like ATPase 1,OLA1_HUMAN,0.9529999122797184,0.0016233766233766,44743.56,152,0.9934640522875817,182,0.978494623655914,169,0.9602272727272727
Q9NUQ9,CYRIB,CYFIP-related Rac1 interactor B,CYRIB_HUMAN,0.998110467058066,0.0016233766233766,36747.97,149,0.9738562091503268,177,0.9516129032258065,166,0.9431818181818182
Q9NVA2,SEPTIN11,Septin-11,SEP11_HUMAN,1.770788261802531,0.0040983606557377,49398.25,98,0.6405228758169934,124,0.6666666666666666,112,0.6363636363636364
Q9NX62,BPNT2,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase",IMPA3_HUMAN,0.6679060588246547,0.0016233766233766,38681.41,86,0.5620915032679739,115,0.6182795698924731,95,0.5397727272727273
Q9NY33,DPP3,Dipeptidyl peptidase 3,DPP3_HUMAN,1.112425235383934,0.0073810825587752,82589.16,104,0.6797385620915033,107,0.5752688172043011,98,0.5568181818181818
Q9NY65,TUBA8,Tubulin alpha-8 chain,TBA8_HUMAN,2.037965364420371,0.006765899864682,50093.54,133,0.869281045751634,146,0.7849462365591398,144,0.8181818181818182
Q9NY97,B3GNT2,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",B3GN2_HUMAN,0.6324701195358257,0.0016233766233766,46021.99,153,1.0,186,1.0,176,1.0
Q9NYL9,TMOD3,Tropomodulin-3,TMOD3_HUMAN,1.199535416545667,0.0016233766233766,39594.77,114,0.7450980392156863,130,0.6989247311827957,118,0.6704545454545454
Q9NYQ6,CELSR1,Cadherin EGF LAG seven-pass G-type receptor 1,CELR1_HUMAN,0.57497047316891,0.0016233766233766,329486.24,153,1.0,186,1.0,175,0.9943181818181818
Q9NYQ8,FAT2,Protocadherin Fat 2,FAT2_HUMAN,2.008162216979252,0.0040983606557377,479317.29,143,0.934640522875817,175,0.9408602150537635,163,0.9261363636363636
Q9NYU2,UGGT1,UDP-glucose:glycoprotein glucosyltransferase 1,UGGG1_HUMAN,0.7006582094988945,0.0040983606557377,177189.59,153,1.0,185,0.9946236559139785,176,1.0
Q9NZ08,ERAP1,Endoplasmic reticulum aminopeptidase 1,ERAP1_HUMAN,6.224674601201874,0.0040983606557377,107234.8,112,0.7320261437908496,138,0.7419354838709677,129,0.7329545454545454
Q9NZ53,PODXL2,Podocalyxin-like protein 2,PDXL2_HUMAN,0.659699145703138,0.0040983606557377,65075.82,153,1.0,185,0.9946236559139785,176,1.0
Q9NZD4,AHSP,Alpha-hemoglobin-stabilizing protein,AHSP_HUMAN,1.000889288274177,0.006765899864682,11840.41,122,0.7973856209150327,149,0.8010752688172043,126,0.7159090909090909
Q9NZN3,EHD3,EH domain-containing protein 3,EHD3_HUMAN,1.564235111176294,0.0016233766233766,60887.12,153,1.0,185,0.9946236559139785,174,0.9886363636363636
Q9NZN4,EHD2,EH domain-containing protein 2,EHD2_HUMAN,0.53793192999472,0.0073810825587752,61161.4,109,0.7124183006535948,142,0.7634408602150538,106,0.6022727272727273
Q9NZP8,C1RL,Complement C1r subcomponent-like protein,C1RL_HUMAN,0.8343002119015777,0.0058910162002945,53498.34,153,1.0,186,1.0,176,1.0
Q9NZT1,CALML5,Calmodulin-like protein 5,CALL5_HUMAN,1.287273563431083,0.0040983606557377,15892.5,153,1.0,183,0.9838709677419355,173,0.9829545454545454
Q9P0L0,VAPA,Vesicle-associated membrane protein-associated protein A,VAPA_HUMAN,1.923455588857068,0.0072727272727272,27893.23,90,0.5882352941176471,120,0.6451612903225806,113,0.6420454545454546
Q9P1F3,ABRACL,Costars family protein ABRACL,ABRAL_HUMAN,1.893849896030525,0.0073810825587752,9056.49,78,0.5098039215686274,110,0.5913978494623656,103,0.5852272727272727
Q9P1T7,MDFIC,MyoD family inhibitor domain-containing protein,MDFIC_HUMAN,4.998612593927578,0.0073810825587752,25788.02,99,0.6470588235294118,120,0.6451612903225806,129,0.7329545454545454
Q9P2T1,GMPR2,GMP reductase 2,GMPR2_HUMAN,0.7622873586412066,0.0073810825587752,37874.38,114,0.7450980392156863,135,0.7258064516129032,113,0.6420454545454546
Q9UBC2,EPS15L1,Epidermal growth factor receptor substrate 15-like 1,EP15R_HUMAN,1.90633390354572,0.0073810825587752,94255.08,104,0.6797385620915033,127,0.6827956989247311,113,0.6420454545454546
Q9UBE0,SAE1,SUMO-activating enzyme subunit 1,SAE1_HUMAN,0.7068935070331513,0.0073810825587752,38449.84,147,0.9607843137254902,176,0.946236559139785,169,0.9602272727272727
Q9UBI6,GNG12,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,GBG12_HUMAN,0.567189951341047,0.0040983606557377,8006.22,110,0.7189542483660131,135,0.7258064516129032,106,0.6022727272727273
Q9UBP0,SPAST,Spastin,SPAST_HUMAN,1.156339372243789,0.0072727272727272,67197.21,139,0.9084967320261438,168,0.9032258064516129,164,0.9318181818181818
Q9UBP4,DKK3,Dickkopf-related protein 3,DKK3_HUMAN,0.511331151366001,0.0016233766233766,38390.24,153,1.0,186,1.0,176,1.0
Q9UBQ0,VPS29,Vacuolar protein sorting-associated protein 29,VPS29_HUMAN,1.617105657348568,0.0073810825587752,20505.72,115,0.7516339869281046,129,0.6935483870967742,116,0.6590909090909091
Q9UBQ6,EXTL2,Exostosin-like 2,EXTL2_HUMAN,0.9896455039559352,0.006765899864682,37465.65,112,0.7320261437908496,136,0.7311827956989247,136,0.7727272727272727
Q9UBQ7,GRHPR,Glyoxylate reductase/hydroxypyruvate reductase,GRHPR_HUMAN,0.8896521857323852,0.0072727272727272,35668.27,122,0.7973856209150327,155,0.8333333333333334,135,0.7670454545454546
Q9UBS3,DNAJB9,DnaJ homolog subfamily B member 9,DNJB9_HUMAN,0.6169154297725856,0.0040983606557377,25518.29,137,0.8954248366013072,167,0.8978494623655914,151,0.8579545454545454
Q9UBS4,DNAJB11,DnaJ homolog subfamily B member 11,DJB11_HUMAN,1.014341196648993,0.0058910162002945,40513.94,114,0.7450980392156863,144,0.7741935483870968,129,0.7329545454545454
